Target (Entrez)	Target (Gene Symbol)	P-value (global)	P-value (local)	Association	microRNA
9832	JAKMIP2	2e-04	3.55e-05	negative	hsa-miR-30b
9832	JAKMIP2	2e-04	9.49e-05	negative	hsa-miR-30c
9832	JAKMIP2	2e-04	0.00328	negative	hsa-miR-135a
9832	JAKMIP2	2e-04	0.00388	negative	hsa-miR-30e
55716	LMBR1L	0.000201	3.6e-07	negative	hsa-miR-30b
55716	LMBR1L	0.000201	3.04e-05	negative	hsa-miR-32
55716	LMBR1L	0.000201	0.00027	negative	hsa-miR-363
55716	LMBR1L	0.000201	0.00163	negative	hsa-miR-25
55716	LMBR1L	0.000201	0.000457	positive	hsa-miR-92b
5210	PFKFB4	0.000201	1.13e-05	negative	hsa-miR-16
5210	PFKFB4	0.000201	0.00138	negative	hsa-miR-15a
3658	IREB2	0.000201	0.000159	positive	hsa-miR-495
3658	IREB2	0.000201	0.000634	positive	hsa-miR-29b
10424	PGRMC2	0.000202	0.000101	negative	hsa-miR-622
10424	PGRMC2	0.000202	0.00206	positive	hsa-miR-200a
10424	PGRMC2	0.000202	0.00287	positive	hsa-miR-23b
10389	SCML2	0.000202	5.5e-09	negative	hsa-miR-24
10389	SCML2	0.000202	6.72e-05	negative	hsa-miR-34a
2959	GTF2B	0.000202	0.000483	positive	hsa-miR-1
1310	COL19A1	0.000202	1.61e-05	negative	hsa-miR-363
1310	COL19A1	0.000202	0.000523	negative	hsa-miR-26a
2137	EXTL3	0.000202	0.000518	negative	hsa-miR-548c-3p
2137	EXTL3	0.000202	0.00531	positive	hsa-miR-136
1917	EEF1A2	0.000202	8.35e-05	positive	hsa-miR-671-5p
1917	EEF1A2	0.000202	0.00133	positive	hsa-miR-663
55216	C11orf57	0.000203	0.00266	positive	hsa-miR-196a
55216	C11orf57	0.000203	0.00283	positive	hsa-let-7i
55216	C11orf57	0.000203	0.00746	positive	hsa-miR-98
160428	ALDH1L2	0.000203	0.000203	positive	hsa-miR-27a
57498	KIDINS220	0.000203	0.000203	negative	hsa-miR-371-5p
3759	KCNJ2	0.000203	1.17e-05	negative	hsa-miR-365
3759	KCNJ2	0.000203	0.00179	negative	hsa-miR-26b
3759	KCNJ2	0.000203	0.00239	negative	hsa-miR-200a
3759	KCNJ2	0.000203	0.00256	negative	hsa-miR-15a
6695	SPOCK1	0.000204	2.18e-07	positive	hsa-miR-19b
6695	SPOCK1	0.000204	0.000763	positive	hsa-miR-19a
9777	TM9SF4	0.000204	0.0013	negative	hsa-miR-370
85455	DISP2	0.000204	0.000128	positive	hsa-miR-665
162466	PHOSPHO1	0.000205	0.000778	negative	hsa-miR-135a
162466	PHOSPHO1	0.000205	0.00188	positive	hsa-miR-665
57720	GPR107	0.000205	0.000124	negative	hsa-miR-501-3p
7335	UBE2V1	0.000205	3.44e-06	positive	hsa-miR-16
7335	UBE2V1	0.000205	0.000495	positive	hsa-miR-15a
7335	UBE2V1	0.000205	0.000861	positive	hsa-miR-195
7476	WNT7A	0.000206	0.000101	negative	hsa-miR-195
7476	WNT7A	0.000206	0.0045	negative	hsa-miR-15a
7476	WNT7A	0.000206	0.00548	negative	hsa-miR-497
96459	FNIP1	0.000207	0.000106	negative	hsa-miR-92b
96459	FNIP1	0.000207	2.79e-05	positive	hsa-let-7c
96459	FNIP1	0.000207	0.00027	positive	hsa-let-7f
96459	FNIP1	0.000207	0.000276	positive	hsa-let-7a
96459	FNIP1	0.000207	0.000714	positive	hsa-miR-26b
4900	NRGN	0.000208	5.21e-06	negative	hsa-miR-23b
50810	HDGFRP3	0.000208	0.000208	negative	hsa-miR-548c-3p
5504	PPP1R2	0.000208	6.7e-08	positive	hsa-miR-374b
5504	PPP1R2	0.000208	2.53e-07	positive	hsa-miR-374a
2247	FGF2	0.000208	3.11e-05	negative	hsa-miR-15b
2247	FGF2	0.000208	1.22e-08	positive	hsa-miR-23b
2247	FGF2	0.000208	1.29e-06	positive	hsa-miR-23a
8128	ST8SIA2	0.000209	0.000158	negative	hsa-miR-200a
8128	ST8SIA2	0.000209	0.00131	positive	hsa-miR-498
9657	IQCB1	0.000209	2e-04	positive	hsa-let-7d
9657	IQCB1	0.000209	0.000339	positive	hsa-let-7f
9657	IQCB1	0.000209	0.000784	positive	hsa-let-7i
252995	FNDC5	0.000209	0.00183	negative	hsa-miR-31
252995	FNDC5	0.000209	0.0019	negative	hsa-miR-29b
252995	FNDC5	0.000209	0.000209	positive	hsa-miR-671-5p
27292	DIMT1	0.00021	0.000141	negative	hsa-miR-210
56901	NDUFA4L2	0.00021	0.00021	positive	hsa-miR-939
80325	ABTB1	0.00021	0.000535	negative	hsa-miR-125a-5p
80325	ABTB1	0.00021	0.0011	negative	hsa-miR-125b
5412	UBL3	0.00021	0.000274	negative	hsa-miR-512-3p
5412	UBL3	0.00021	7.87e-06	positive	hsa-miR-107
22893	BAHD1	0.00021	8.92e-09	negative	hsa-miR-454
22893	BAHD1	0.00021	1.94e-06	negative	hsa-miR-30b
22893	BAHD1	0.00021	0.000965	negative	hsa-miR-128
22893	BAHD1	0.00021	0.00234	negative	hsa-miR-21
5104	SERPINA5	0.00021	0.00021	positive	hsa-miR-198
116068	LYSMD3	0.00021	3.53e-08	positive	hsa-miR-30c
116068	LYSMD3	0.00021	9.29e-05	positive	hsa-miR-454
116068	LYSMD3	0.00021	0.000331	positive	hsa-miR-152
9734	HDAC9	0.000211	0.000154	negative	hsa-miR-936
9734	HDAC9	0.000211	0.00016	negative	hsa-miR-30d
9734	HDAC9	0.000211	0.000366	positive	hsa-miR-199b-5p
9734	HDAC9	0.000211	0.000519	positive	hsa-miR-30c
9734	HDAC9	0.000211	0.0041	positive	hsa-miR-374b
5015	OTX2	0.000211	5.51e-05	negative	hsa-miR-27b
5015	OTX2	0.000211	0.00115	negative	hsa-miR-1
5015	OTX2	0.000211	0.00362	positive	hsa-miR-548c-3p
83986	ITFG3	0.000212	2.15e-05	negative	hsa-miR-454
79740	ZBBX	0.000212	0.00104	positive	hsa-miR-494
79740	ZBBX	0.000212	0.00131	positive	hsa-miR-34b
55238	SLC38A7	0.000212	0.00336	negative	hsa-miR-30b
55238	SLC38A7	0.000212	0.00307	positive	hsa-miR-198
55238	SLC38A7	0.000212	0.00457	positive	hsa-miR-30d
55339	WDR33	0.000213	3.94e-06	positive	hsa-miR-23b
55339	WDR33	0.000213	0.000453	positive	hsa-miR-23a
57596	BEGAIN	0.000214	0.000142	negative	hsa-let-7d
57596	BEGAIN	0.000214	0.000283	negative	hsa-let-7g
57596	BEGAIN	0.000214	0.000436	negative	hsa-let-7a
57596	BEGAIN	0.000214	0.000465	negative	hsa-let-7c
57596	BEGAIN	0.000214	0.000518	negative	hsa-let-7f
57596	BEGAIN	0.000214	0.00433	negative	hsa-miR-101
57596	BEGAIN	0.000214	0.00463	negative	hsa-let-7i
121268	RHEBL1	0.000215	1.17e-06	negative	hsa-miR-30c
121268	RHEBL1	0.000215	1.15e-05	negative	hsa-miR-30e
4113	MAGEB2	0.000216	4.19e-05	negative	hsa-miR-23b
4113	MAGEB2	0.000216	0.00893	negative	hsa-miR-23a
8642	DCHS1	0.000216	1.8e-06	positive	hsa-miR-24
8642	DCHS1	0.000216	0.000261	positive	hsa-miR-205
3339	HSPG2	0.000217	0.000159	negative	hsa-miR-15b
3339	HSPG2	0.000217	8.96e-05	positive	hsa-miR-545
4922	NTS	0.000217	7.45e-07	negative	hsa-miR-23b
4922	NTS	0.000217	0.000353	negative	hsa-miR-23a
605	BCL7A	0.000217	4.43e-06	negative	hsa-miR-148a
605	BCL7A	0.000217	3.12e-05	negative	hsa-miR-29a
605	BCL7A	0.000217	7.88e-05	negative	hsa-miR-29b
605	BCL7A	0.000217	0.000879	negative	hsa-miR-424
605	BCL7A	0.000217	0.000918	negative	hsa-miR-195
605	BCL7A	0.000217	0.00101	negative	hsa-miR-29c
1147	CHUK	0.000218	2.65e-05	positive	hsa-let-7i
1147	CHUK	0.000218	0.000637	positive	hsa-miR-23b
4802	NFYC	0.000218	0.0017	negative	hsa-miR-92a
4802	NFYC	0.000218	0.000714	positive	hsa-miR-199b-5p
4802	NFYC	0.000218	0.00096	positive	hsa-miR-199a-5p
54714	CNGB3	0.00022	6.11e-10	negative	hsa-miR-30c
50937	CDON	0.00022	0.000223	negative	hsa-miR-222
50937	CDON	0.00022	0.000495	negative	hsa-miR-377
2328	FMO3	0.00022	0.000207	negative	hsa-miR-200a
56944	OLFML3	0.000221	0.000221	positive	hsa-miR-409-3p
6857	SYT1	0.000221	4e-08	negative	hsa-miR-25
6857	SYT1	0.000221	1.39e-05	negative	hsa-miR-92a
6857	SYT1	0.000221	0.000152	negative	hsa-miR-200c
6857	SYT1	0.000221	0.000862	negative	hsa-miR-19a
6857	SYT1	0.000221	5.16e-06	positive	hsa-miR-27b
2906	GRIN2D	0.000222	0.000167	negative	hsa-miR-27b
2906	GRIN2D	0.000222	9.86e-06	positive	hsa-miR-622
2906	GRIN2D	0.000222	0.0012	positive	hsa-miR-663
84171	LOXL4	0.000223	0.000361	negative	hsa-miR-96
84171	LOXL4	0.000223	0.00195	negative	hsa-miR-29c
23149	FCHO1	0.000223	0.000364	negative	hsa-miR-29b
23149	FCHO1	0.000223	0.00129	negative	hsa-miR-29c
23149	FCHO1	0.000223	0.0013	negative	hsa-miR-29a
10486	CAP2	0.000224	3.49e-08	positive	hsa-miR-377
10486	CAP2	0.000224	0.00839	positive	hsa-miR-582-5p
10486	CAP2	0.000224	0.00959	positive	hsa-miR-135a
4094	MAF	0.000224	0.000107	positive	hsa-miR-30a
4094	MAF	0.000224	0.000417	positive	hsa-miR-145
1009	CDH11	0.000224	9.4e-12	negative	hsa-miR-200c
1009	CDH11	0.000224	1.68e-07	negative	hsa-miR-629
1009	CDH11	0.000224	0.000285	negative	hsa-miR-548c-3p
1009	CDH11	0.000224	6.58e-12	positive	hsa-miR-27a
1009	CDH11	0.000224	4.28e-07	positive	hsa-miR-376c
1009	CDH11	0.000224	0.000891	positive	hsa-miR-101
162417	NAGS	0.000225	0.000297	negative	hsa-miR-135a
162417	NAGS	0.000225	0.000843	negative	hsa-miR-133a
162417	NAGS	0.000225	0.00229	negative	hsa-miR-133b
2820	GPD2	0.000225	0.000488	positive	hsa-miR-1
2820	GPD2	0.000225	0.000961	positive	hsa-miR-27b
23168	RTF1	0.000225	0.000119	negative	hsa-miR-622
23168	RTF1	0.000225	9.83e-05	positive	hsa-miR-23b
63925	ZNF335	0.000228	0.000284	negative	hsa-miR-204
2019	EN1	0.000228	3.99e-05	negative	hsa-miR-374b
2019	EN1	0.000228	6.72e-05	negative	hsa-miR-374a
2019	EN1	0.000228	0.00039	negative	hsa-miR-128
2019	EN1	0.000228	2.09e-06	positive	hsa-miR-622
9620	CELSR1	0.000228	1.19e-07	negative	hsa-miR-96
54331	GNG2	0.000229	0.000119	positive	hsa-miR-181a
54331	GNG2	0.000229	0.000904	positive	hsa-miR-23a
54331	GNG2	0.000229	0.00111	positive	hsa-miR-23b
54331	GNG2	0.000229	0.00123	positive	hsa-miR-181b
11102	RPP14	0.00023	0.0019	negative	hsa-miR-328
11102	RPP14	0.00023	0.00222	negative	hsa-miR-622
115509	ZNF689	0.000234	8.05e-05	negative	hsa-let-7i
115509	ZNF689	0.000234	0.00015	negative	hsa-let-7d
115509	ZNF689	0.000234	0.000177	negative	hsa-miR-98
115509	ZNF689	0.000234	0.000273	negative	hsa-let-7g
115509	ZNF689	0.000234	0.000814	negative	hsa-let-7a
1588	CYP19A1	0.000234	8.19e-06	negative	hsa-miR-98
81926	FAM108A1	0.000235	0.000235	positive	hsa-miR-486-5p
1737	DLAT	0.000235	0.000349	positive	hsa-miR-365
114799	ESCO1	0.000236	0.000115	negative	hsa-miR-584
114799	ESCO1	0.000236	0.00279	positive	hsa-miR-148a
399726	C10orf114	0.000236	0.00018	negative	hsa-miR-128
399726	C10orf114	0.000236	0.000314	negative	hsa-miR-27b
55197	RPRD1A	0.000236	1.78e-05	negative	hsa-miR-494
55197	RPRD1A	0.000236	3.87e-08	positive	hsa-miR-30c
55197	RPRD1A	0.000236	7.22e-07	positive	hsa-miR-30e
55197	RPRD1A	0.000236	2.34e-05	positive	hsa-miR-30b
50859	SPOCK3	0.000236	9.29e-05	negative	hsa-miR-15b
50859	SPOCK3	0.000236	0.00383	positive	hsa-miR-424
1958	EGR1	0.000237	4.36e-05	positive	hsa-miR-150
219654	ZCCHC24	0.000237	2.89e-15	negative	hsa-miR-200c
219654	ZCCHC24	0.000237	0.000271	positive	hsa-miR-27b
219654	ZCCHC24	0.000237	0.000396	positive	hsa-miR-204
219654	ZCCHC24	0.000237	0.00176	positive	hsa-miR-27a
254427	C10orf47	0.000237	0.000237	negative	hsa-miR-200a
55885	LMO3	0.000237	5.07e-10	positive	hsa-miR-218
55885	LMO3	0.000237	4.54e-06	positive	hsa-miR-181c
55885	LMO3	0.000237	8.14e-05	positive	hsa-miR-409-3p
84950	PRPF38A	0.000237	9.22e-05	positive	hsa-miR-16
23380	SRGAP2	0.000238	4.41e-05	negative	hsa-miR-143
23380	SRGAP2	0.000238	0.000106	negative	hsa-miR-125b
23380	SRGAP2	0.000238	0.00028	negative	hsa-miR-29c
23380	SRGAP2	0.000238	0.00118	positive	hsa-miR-181b
23380	SRGAP2	0.000238	0.00186	positive	hsa-miR-198
57181	SLC39A10	0.000238	2.92e-05	positive	hsa-miR-155
57181	SLC39A10	0.000238	0.000465	positive	hsa-miR-153
9762	PROSAPIP1	0.000239	0.000208	negative	hsa-miR-27b
9762	PROSAPIP1	0.000239	0.000501	negative	hsa-miR-132
9762	PROSAPIP1	0.000239	0.00583	negative	hsa-miR-199b-3p
4758	NEU1	0.000239	0.000245	positive	hsa-miR-205
136	ADORA2B	0.00024	4.51e-05	negative	hsa-miR-374b
136	ADORA2B	0.00024	6.79e-05	negative	hsa-miR-374a
23327	NEDD4L	0.000242	7.18e-05	negative	hsa-miR-92b
23327	NEDD4L	0.000242	1.27e-08	positive	hsa-miR-17
23327	NEDD4L	0.000242	1.02e-05	positive	hsa-miR-106a
9143	SYNGR3	0.000243	2.64e-05	negative	hsa-miR-30c
10802	SEC24A	0.000243	5.26e-07	positive	hsa-miR-30b
10802	SEC24A	0.000243	0.000363	positive	hsa-miR-30e
835	CASP2	0.000243	0.000243	positive	hsa-miR-96
9541	CIR1	0.000244	0.000244	positive	hsa-miR-143
2729	GCLC	0.000244	0.000414	negative	hsa-miR-575
2729	GCLC	0.000244	5.96e-05	positive	hsa-miR-30c
2729	GCLC	0.000244	6.35e-05	positive	hsa-miR-135a
6572	SLC18A3	0.000244	1.14e-05	negative	hsa-miR-125b
6572	SLC18A3	0.000244	0.00303	negative	hsa-miR-125a-5p
108	ADCY2	0.000245	0.00151	negative	hsa-miR-182
108	ADCY2	0.000245	0.000528	positive	hsa-miR-152
79585	CORO7	0.000247	2.49e-05	negative	hsa-miR-125a-5p
79585	CORO7	0.000247	7.94e-05	negative	hsa-miR-125b
26051	PPP1R16B	0.000247	3.49e-05	negative	hsa-let-7e
26051	PPP1R16B	0.000247	5.55e-05	negative	hsa-let-7c
26051	PPP1R16B	0.000247	0.000147	negative	hsa-let-7d
26051	PPP1R16B	0.000247	0.000155	negative	hsa-let-7a
26051	PPP1R16B	0.000247	0.000269	negative	hsa-let-7f
26051	PPP1R16B	0.000247	0.00117	negative	hsa-miR-98
26051	PPP1R16B	0.000247	0.00134	negative	hsa-let-7g
26051	PPP1R16B	0.000247	0.00488	negative	hsa-let-7b
3624	INHBA	0.000249	2.98e-05	negative	hsa-miR-135a
3624	INHBA	0.000249	8e-04	negative	hsa-miR-205
11174	ADAMTS6	0.000249	8.31e-06	negative	hsa-miR-26b
11174	ADAMTS6	0.000249	0.00127	negative	hsa-miR-27b
11174	ADAMTS6	0.000249	0.00229	negative	hsa-miR-29b
11174	ADAMTS6	0.000249	0.00237	negative	hsa-miR-203
127002	ATXN7L2	0.000249	6.26e-05	negative	hsa-miR-195
127002	ATXN7L2	0.000249	0.000104	negative	hsa-miR-16
127002	ATXN7L2	0.000249	0.000905	positive	hsa-miR-526b
127002	ATXN7L2	0.000249	0.00342	positive	hsa-miR-765
84779	NAA11	0.00025	0.00025	negative	hsa-miR-205
65249	ZSWIM4	0.00025	1.17e-06	negative	hsa-miR-135a
65249	ZSWIM4	0.00025	0.000101	negative	hsa-miR-125b
65249	ZSWIM4	0.00025	0.00264	negative	hsa-miR-221
65249	ZSWIM4	0.00025	0.000624	positive	hsa-miR-202
5469	MED1	0.000251	0.000371	negative	hsa-miR-483-3p
5469	MED1	0.000251	4e-07	positive	hsa-miR-15a
5469	MED1	0.000251	1.63e-05	positive	hsa-miR-429
5469	MED1	0.000251	4.21e-05	positive	hsa-miR-128
253738	EBF3	0.000251	0.000126	negative	hsa-miR-218
253738	EBF3	0.000251	0.00297	negative	hsa-miR-23a
253738	EBF3	0.000251	0.00354	negative	hsa-miR-495
253738	EBF3	0.000251	3.55e-05	positive	hsa-miR-636
253738	EBF3	0.000251	0.00281	positive	hsa-miR-648
8744	TNFSF9	0.000251	7.84e-05	negative	hsa-let-7e
8744	TNFSF9	0.000251	0.00104	negative	hsa-let-7c
8744	TNFSF9	0.000251	0.0016	negative	hsa-let-7f
8744	TNFSF9	0.000251	0.00314	negative	hsa-let-7a
8744	TNFSF9	0.000251	0.00357	negative	hsa-miR-24
79187	FSD1	0.000253	0.000191	negative	hsa-miR-195
79187	FSD1	0.000253	0.00038	negative	hsa-miR-199b-5p
79187	FSD1	0.000253	0.00119	negative	hsa-miR-16
79187	FSD1	0.000253	0.00458	negative	hsa-miR-15a
9474	ATG5	0.000253	0.000172	negative	hsa-miR-30d
9474	ATG5	0.000253	0.00604	negative	hsa-miR-629
9474	ATG5	0.000253	5.27e-05	positive	hsa-miR-30e
4673	NAP1L1	0.000254	0.000146	negative	hsa-miR-222
4673	NAP1L1	0.000254	0.000176	positive	hsa-let-7d
4673	NAP1L1	0.000254	0.000574	positive	hsa-let-7g
4673	NAP1L1	0.000254	0.000692	positive	hsa-miR-98
4673	NAP1L1	0.000254	0.00143	positive	hsa-let-7a
4673	NAP1L1	0.000254	0.0017	positive	hsa-let-7f
2305	FOXM1	0.000254	0.000254	positive	hsa-miR-877
5862	RAB2A	0.000254	2.59e-06	negative	hsa-miR-765
5862	RAB2A	0.000254	0.0026	negative	hsa-miR-300
4149	MAX	0.000254	0.000454	positive	hsa-miR-22
4149	MAX	0.000254	0.000954	positive	hsa-miR-193a-3p
23462	HEY1	0.000255	8.6e-05	negative	hsa-miR-132
2035	EPB41	0.000255	1.79e-05	negative	hsa-miR-381
2035	EPB41	0.000255	0.00596	negative	hsa-miR-205
2035	EPB41	0.000255	5.54e-09	positive	hsa-miR-20a
2035	EPB41	0.000255	3.2e-07	positive	hsa-miR-17
2035	EPB41	0.000255	6.11e-05	positive	hsa-miR-20b
2035	EPB41	0.000255	8.86e-05	positive	hsa-miR-106b
2035	EPB41	0.000255	0.000117	positive	hsa-miR-93
2035	EPB41	0.000255	0.000235	positive	hsa-miR-106a
2035	EPB41	0.000255	0.00405	positive	hsa-miR-132
55182	RNF220	0.000255	0.000645	negative	hsa-miR-30c
55182	RNF220	0.000255	0.00193	negative	hsa-miR-218
55182	RNF220	0.000255	0.000428	positive	hsa-miR-30a
55182	RNF220	0.000255	0.000677	positive	hsa-miR-30d
92979	MARCH9	0.000256	0.000133	negative	hsa-miR-28-5p
92979	MARCH9	0.000256	0.000534	negative	hsa-miR-133a
92979	MARCH9	0.000256	0.00215	negative	hsa-miR-133b
92979	MARCH9	0.000256	0.000195	positive	hsa-miR-874
5509	PPP1R3D	0.000257	0.000257	negative	hsa-miR-26a
6251	RSU1	0.000257	0.000257	negative	hsa-miR-501-5p
10625	IVNS1ABP	0.000257	0.000483	positive	hsa-miR-203
10625	IVNS1ABP	0.000257	0.00213	positive	hsa-miR-145
23338	PHF15	0.000258	1.18e-08	positive	hsa-miR-181c
23338	PHF15	0.000258	8.76e-06	positive	hsa-miR-378
23333	DPY19L1	0.000258	0.000365	positive	hsa-miR-30c
23333	DPY19L1	0.000258	0.00334	positive	hsa-miR-377
284358	MAMSTR	0.000258	0.000186	negative	hsa-miR-16
284358	MAMSTR	0.000258	0.000262	negative	hsa-miR-195
284358	MAMSTR	0.000258	0.00173	negative	hsa-miR-15a
10758	TRAF3IP2	0.000258	0.000258	positive	hsa-miR-30c
10736	SIX2	0.000259	0.000302	negative	hsa-miR-204
23129	PLXND1	0.000259	1.67e-05	negative	hsa-let-7c
23129	PLXND1	0.000259	5.38e-05	negative	hsa-let-7f
23129	PLXND1	0.000259	0.000182	negative	hsa-let-7g
23129	PLXND1	0.000259	0.000231	negative	hsa-miR-26b
23129	PLXND1	0.000259	0.00115	negative	hsa-let-7b
23307	FKBP15	0.000259	0.000209	negative	hsa-miR-622
112755	STX1B	0.00026	0.000491	negative	hsa-miR-455-5p
341359	SYT10	0.00026	9.45e-05	positive	hsa-miR-222
57567	ZNF319	0.00026	0.00549	negative	hsa-miR-495
57567	ZNF319	0.00026	0.000591	positive	hsa-miR-548c-3p
9352	TXNL1	0.000261	0.00268	negative	hsa-miR-665
9352	TXNL1	0.000261	7.54e-06	positive	hsa-miR-28-5p
9352	TXNL1	0.000261	0.000572	positive	hsa-miR-199b-5p
8682	PEA15	0.000261	0.000882	positive	hsa-miR-1
23176	SEPT8	0.000262	5.06e-06	negative	hsa-miR-153
4209	MEF2D	0.000262	1.13e-08	negative	hsa-miR-182
4209	MEF2D	0.000262	0.000371	negative	hsa-miR-200c
4209	MEF2D	0.000262	0.000378	positive	hsa-miR-101
8464	SUPT3H	0.000263	0.00168	negative	hsa-miR-30d
8464	SUPT3H	0.000263	5.14e-05	positive	hsa-miR-30c
2322	FLT3	0.000263	0.000446	negative	hsa-miR-16
2322	FLT3	0.000263	0.00142	negative	hsa-miR-15a
6830	SUPT6H	0.000263	0.000518	negative	hsa-miR-141
6830	SUPT6H	0.000263	5.3e-05	positive	hsa-miR-452
6830	SUPT6H	0.000263	0.00189	positive	hsa-miR-200a
134548	SOWAHA	0.000263	0.000107	negative	hsa-let-7d
134548	SOWAHA	0.000263	0.000146	negative	hsa-let-7i
134548	SOWAHA	0.000263	0.000235	negative	hsa-let-7g
134548	SOWAHA	0.000263	0.000288	negative	hsa-let-7f
134548	SOWAHA	0.000263	0.000365	negative	hsa-let-7a
134548	SOWAHA	0.000263	0.000464	negative	hsa-miR-98
134548	SOWAHA	0.000263	0.000583	negative	hsa-let-7e
9421	HAND1	0.000263	5.9e-06	negative	hsa-let-7e
9421	HAND1	0.000263	3.01e-05	negative	hsa-let-7d
9421	HAND1	0.000263	0.000209	negative	hsa-miR-98
9421	HAND1	0.000263	0.000225	negative	hsa-let-7g
9421	HAND1	0.000263	0.000266	negative	hsa-let-7f
9421	HAND1	0.000263	0.000663	negative	hsa-let-7a
9421	HAND1	0.000263	0.00168	negative	hsa-let-7c
9421	HAND1	0.000263	0.00428	positive	hsa-miR-92a
11079	RER1	0.000264	0.000122	positive	hsa-miR-374b
11079	RER1	0.000264	0.00056	positive	hsa-miR-374a
1674	DES	0.000264	9.1e-06	positive	hsa-miR-338-3p
27252	KLHL20	0.000264	4.79e-05	negative	hsa-miR-125a-3p
27252	KLHL20	0.000264	0.000383	negative	hsa-miR-130b
27252	KLHL20	0.000264	1.98e-05	positive	hsa-miR-130a
1301	COL11A1	0.000266	4.46e-05	negative	hsa-miR-29a
1301	COL11A1	0.000266	5.4e-05	negative	hsa-miR-29b
1301	COL11A1	0.000266	0.00122	negative	hsa-miR-29c
1301	COL11A1	0.000266	0.000131	positive	hsa-miR-498
1301	COL11A1	0.000266	0.000554	positive	hsa-miR-548c-5p
1301	COL11A1	0.000266	0.00226	positive	hsa-miR-300
4891	SLC11A2	0.000267	5.14e-06	negative	hsa-miR-760
1850	DUSP8	0.000267	9.91e-05	positive	hsa-miR-548c-3p
254887	ZDHHC23	0.000267	1.71e-05	negative	hsa-miR-152
254887	ZDHHC23	0.000267	8.48e-05	positive	hsa-miR-148a
284207	METRNL	0.000267	0.000261	negative	hsa-miR-374a
284207	METRNL	0.000267	0.000362	negative	hsa-miR-374b
27143	PALD1	0.000267	0.000162	negative	hsa-let-7d
27143	PALD1	0.000267	0.000205	negative	hsa-let-7c
27143	PALD1	0.000267	0.000256	negative	hsa-let-7a
27143	PALD1	0.000267	0.000312	negative	hsa-let-7f
27143	PALD1	0.000267	0.00034	negative	hsa-let-7e
27143	PALD1	0.000267	0.000495	negative	hsa-miR-98
27143	PALD1	0.000267	0.000532	negative	hsa-let-7g
27143	PALD1	0.000267	0.000999	positive	hsa-miR-345
2913	GRM3	0.000267	2.06e-05	negative	hsa-miR-30c
2913	GRM3	0.000267	0.000587	negative	hsa-miR-30e
2913	GRM3	0.000267	0.000914	negative	hsa-miR-132
5878	RAB5C	0.000268	5.29e-05	negative	hsa-miR-659
5878	RAB5C	0.000268	0.000155	negative	hsa-miR-765
5878	RAB5C	0.000268	0.000719	positive	hsa-miR-24
26268	FBXO9	0.000268	0.000723	negative	hsa-miR-526b
26268	FBXO9	0.000268	0.00245	positive	hsa-miR-204
6780	STAU1	0.000268	0.000268	positive	hsa-miR-361-5p
10915	TCERG1	0.000269	0.000162	negative	hsa-miR-181a
10915	TCERG1	0.000269	0.000655	positive	hsa-miR-200a
9064	MAP3K6	0.000269	0.000269	positive	hsa-miR-136
25942	SIN3A	0.00027	1.74e-05	positive	hsa-miR-101
478	ATP1A3	0.000271	0.000244	positive	hsa-miR-198
5936	RBM4	0.000271	6.48e-05	negative	hsa-miR-630
5936	RBM4	0.000271	0.00875	negative	hsa-miR-370
55040	EPN3	0.000273	0.000273	negative	hsa-miR-145
8968	HIST1H3F	0.000273	0.000273	positive	hsa-miR-760
27230	SERP1	0.000274	4.39e-06	positive	hsa-miR-17
27230	SERP1	0.000274	3.32e-05	positive	hsa-miR-20a
27230	SERP1	0.000274	6.15e-05	positive	hsa-miR-425
27230	SERP1	0.000274	0.00124	positive	hsa-miR-106a
27230	SERP1	0.000274	0.00202	positive	hsa-miR-7
84691	FAM71F1	0.000275	0.000275	negative	hsa-miR-135a
6197	RPS6KA3	0.000276	2.04e-06	positive	hsa-let-7c
6197	RPS6KA3	0.000276	7.07e-05	positive	hsa-miR-98
6197	RPS6KA3	0.000276	0.000236	positive	hsa-miR-16
6197	RPS6KA3	0.000276	0.000389	positive	hsa-miR-107
6197	RPS6KA3	0.000276	0.00099	positive	hsa-miR-340
6197	RPS6KA3	0.000276	0.00139	positive	hsa-miR-20a
6197	RPS6KA3	0.000276	0.00139	positive	hsa-let-7b
55122	AKIRIN2	0.000277	0.000304	positive	hsa-miR-365
55122	AKIRIN2	0.000277	0.000649	positive	hsa-miR-140-5p
55122	AKIRIN2	0.000277	0.00147	positive	hsa-miR-139-5p
55122	AKIRIN2	0.000277	0.00409	positive	hsa-miR-582-5p
9522	SCAMP1	0.000277	0.00656	negative	hsa-miR-605
9522	SCAMP1	0.000277	0.000607	positive	hsa-miR-30e
9522	SCAMP1	0.000277	0.000622	positive	hsa-miR-200c
9522	SCAMP1	0.000277	0.00334	positive	hsa-miR-200b
84450	ZNF512	0.000277	0.00584	negative	hsa-miR-513b
84450	ZNF512	0.000277	0.0017	positive	hsa-miR-31
79683	ZDHHC14	0.000277	4.39e-05	negative	hsa-miR-15b
79683	ZDHHC14	0.000277	0.00604	positive	hsa-miR-497
23451	SF3B1	0.000277	0.000301	negative	hsa-miR-548c-3p
23451	SF3B1	0.000277	0.00642	negative	hsa-miR-34b
388695	LYSMD1	0.000278	0.00207	negative	hsa-miR-29b
388695	LYSMD1	0.000278	0.000147	positive	hsa-miR-526b
