microRNA	P-value (global)	P-value (local)	Association	Target (Gene Symbol)	Target (Entrez)
hsa-miR-381	9.04e-06	0.00112	negative	SNRNP40	9410
hsa-miR-381	9.04e-06	3.75e-07	positive	FILIP1L	11259
hsa-miR-381	9.04e-06	1.44e-06	positive	LZTS2	84445
hsa-miR-381	9.04e-06	2.23e-06	positive	FGFR2	2263
hsa-miR-381	9.04e-06	0.000184	positive	SOX2	6657
hsa-miR-381	9.04e-06	0.0031	positive	ZNF521	25925
hsa-miR-381	9.04e-06	0.00338	positive	KCNH5	27133
hsa-miR-106b	9.08e-06	4.32e-10	negative	STK33	65975
hsa-miR-106b	9.08e-06	4.76e-08	negative	AHNAK	79026
hsa-miR-106b	9.08e-06	2.95e-07	negative	PFKP	5214
hsa-miR-106b	9.08e-06	5.38e-06	negative	ITGB8	3696
hsa-miR-106b	9.08e-06	4.81e-05	negative	TLE4	7091
hsa-miR-106b	9.08e-06	4.66e-14	positive	E2F5	1875
hsa-miR-106b	9.08e-06	7.09e-05	positive	GABPB1	2553
hsa-miR-106b	9.08e-06	0.000583	positive	ERBB3	2065
hsa-miR-106b	9.08e-06	0.00111	positive	ATAD2	29028
hsa-miR-671-5p	9.29e-06	1.25e-07	negative	RLF	6018
hsa-miR-671-5p	9.29e-06	6.25e-07	positive	HCN2	610
hsa-miR-671-5p	9.29e-06	1.77e-06	positive	C20orf160	140706
hsa-miR-671-5p	9.29e-06	3.51e-05	positive	CALN1	83698
hsa-miR-671-5p	9.29e-06	0.000115	positive	FAM57B	83723
hsa-miR-671-5p	9.29e-06	0.000139	positive	SPTB	6710
hsa-miR-671-5p	9.29e-06	0.000269	positive	CA7	766
hsa-miR-602	1.03e-05	3.61e-06	positive	FOXG1	2290
hsa-miR-17	1.1e-05	1.7e-07	negative	PFKP	5214
hsa-miR-17	1.1e-05	4.71e-07	negative	FGD5	152273
hsa-miR-17	1.1e-05	8.63e-07	negative	CC2D1A	54862
hsa-miR-17	1.1e-05	3.18e-06	negative	MINK1	50488
hsa-miR-17	1.1e-05	3.27e-05	negative	TSHZ3	57616
hsa-miR-17	1.1e-05	0.000154	negative	ZDHHC1	29800
hsa-miR-17	1.1e-05	0.000306	negative	NPAS3	64067
hsa-miR-17	1.1e-05	1.67e-08	positive	E2F5	1875
hsa-miR-17	1.1e-05	9.56e-06	positive	URI1	8725
hsa-miR-17	1.1e-05	3.5e-05	positive	VLDLR	7436
hsa-miR-17	1.1e-05	7.72e-05	positive	FTSJD1	55783
hsa-miR-17	1.1e-05	0.000286	positive	METAP1	23173
hsa-miR-17	1.1e-05	0.00166	positive	ERBB3	2065
hsa-miR-17	1.1e-05	0.00172	positive	HIF1A	3091
hsa-let-7c	1.35e-05	1.04e-05	negative	SLC12A9	56996
hsa-let-7c	1.35e-05	3.09e-05	negative	PLEKHG6	55200
hsa-let-7c	1.35e-05	3.59e-05	negative	DCAF15	90379
hsa-let-7c	1.35e-05	0.000205	negative	PALD1	27143
hsa-let-7c	1.35e-05	0.000465	negative	BEGAIN	57596
hsa-let-7c	1.35e-05	0.000495	negative	CYP46A1	10858
hsa-let-7c	1.35e-05	0.000662	negative	TARBP2	6895
hsa-let-7c	1.35e-05	0.000674	negative	CRCT1	54544
hsa-let-7c	1.35e-05	0.000894	negative	NGF	4803
hsa-let-7c	1.35e-05	0.00148	negative	KLHDC8B	200942
hsa-let-7c	1.35e-05	0.00154	negative	CHRD	8646
hsa-let-7c	1.35e-05	0.00168	negative	HAND1	9421
hsa-let-7c	1.35e-05	0.00205	negative	TRIM67	440730
hsa-let-7c	1.35e-05	0.0027	negative	NKD1	85407
hsa-let-7c	1.35e-05	0.00298	negative	TRIM71	131405
hsa-let-7c	1.35e-05	6.02e-08	positive	RANBP2	5903
hsa-let-7c	1.35e-05	1.2e-06	positive	GDAP2	54834
hsa-let-7c	1.35e-05	3.45e-06	positive	BZW1	9689
hsa-let-7c	1.35e-05	8.41e-05	positive	ZNF644	84146
hsa-let-7c	1.35e-05	9.89e-05	positive	LRIG2	9860
hsa-let-7c	1.35e-05	0.000682	positive	GNG5	2787
hsa-let-7c	1.35e-05	0.00101	positive	TSPYL5	85453
hsa-let-7c	1.35e-05	0.00107	positive	TRMT13	54482
hsa-let-7c	1.35e-05	0.00175	positive	RNF20	56254
hsa-miR-214	1.46e-05	9.17e-07	negative	HDGF	3068
hsa-miR-214	1.46e-05	2.49e-06	negative	INCENP	3619
hsa-miR-214	1.46e-05	6.15e-06	negative	DIAPH1	1729
hsa-miR-214	1.46e-05	0.000224	negative	SPTBN2	6712
hsa-miR-214	1.46e-05	0.000358	negative	TAF15	8148
hsa-miR-214	1.46e-05	0.000584	negative	ARPC5L	81873
hsa-miR-214	1.46e-05	5.67e-07	positive	ZBTB20	26137
hsa-miR-214	1.46e-05	1.13e-05	positive	KPNA3	3839
hsa-miR-214	1.46e-05	0.000118	positive	NEO1	4756
hsa-miR-214	1.46e-05	0.000175	positive	PPP2CB	5516
hsa-miR-20a	1.51e-05	7.8e-08	negative	CC2D1A	54862
hsa-miR-20a	1.51e-05	3.94e-06	negative	ZNF385A	25946
hsa-miR-20a	1.51e-05	7.24e-06	negative	MINK1	50488
hsa-miR-20a	1.51e-05	1.22e-05	negative	PFKP	5214
hsa-miR-20a	1.51e-05	1.88e-05	negative	TSHZ3	57616
hsa-miR-20a	1.51e-05	3.24e-05	negative	ZDHHC1	29800
hsa-miR-20a	1.51e-05	0.000998	negative	TAOK2	9344
hsa-miR-20a	1.51e-05	0.00185	negative	MYCN	4613
hsa-miR-20a	1.51e-05	1.79e-10	positive	GABPB1	2553
hsa-miR-20a	1.51e-05	2.02e-08	positive	E2F5	1875
hsa-miR-20a	1.51e-05	2.46e-07	positive	INTS6	26512
hsa-miR-20a	1.51e-05	1.34e-06	positive	TNKS2	80351
hsa-miR-20a	1.51e-05	6.69e-06	positive	URI1	8725
hsa-miR-20a	1.51e-05	5.09e-05	positive	METAP1	23173
hsa-miR-20a	1.51e-05	0.000118	positive	DERL2	51009
hsa-miR-20a	1.51e-05	0.000669	positive	VLDLR	7436
hsa-miR-20a	1.51e-05	0.0016	positive	PTPN4	5775
hsa-miR-20a	1.51e-05	0.00252	positive	LACE1	246269
hsa-miR-622	1.74e-05	1.46e-06	negative	GAPVD1	26130
hsa-miR-622	1.74e-05	9.3e-06	negative	EIF1AX	1964
hsa-miR-622	1.74e-05	0.000345	negative	SRSF1	6426
hsa-miR-34a	1.86e-05	1.44e-06	negative	TAF5	6877
hsa-miR-34a	1.86e-05	3.46e-05	negative	RPS6KA4	8986
hsa-miR-34a	1.86e-05	6.07e-05	negative	NRIP3	56675
hsa-miR-34a	1.86e-05	8.68e-05	negative	MYRIP	25924
hsa-miR-34a	1.86e-05	0.000172	negative	MYCN	4613
hsa-miR-34a	1.86e-05	0.000383	negative	ZNF281	23528
hsa-miR-34a	1.86e-05	0.000417	negative	FOXG1	2290
hsa-miR-34a	1.86e-05	0.000758	negative	ZIC5	85416
hsa-miR-34a	1.86e-05	0.00129	negative	FNDC8	54752
hsa-miR-34a	1.86e-05	0.00133	negative	PNOC	5368
hsa-miR-34a	1.86e-05	2.8e-06	positive	ACSL4	2182
hsa-miR-34a	1.86e-05	4.8e-06	positive	DDX17	10521
hsa-miR-34a	1.86e-05	0.000103	positive	RRAS	6237
hsa-miR-34a	1.86e-05	0.000121	positive	AXL	558
hsa-miR-34a	1.86e-05	0.00116	positive	SLCO3A1	28232
hsa-miR-34a	1.86e-05	0.00142	positive	ALDOA	226
hsa-miR-499-5p	2.31e-05	4.77e-05	positive	SOX5	6660
hsa-miR-499-5p	2.31e-05	5.82e-05	positive	CACNB2	783
hsa-miR-499-5p	2.31e-05	7.5e-05	positive	EPB41L2	2037
hsa-miR-499-5p	2.31e-05	0.00206	positive	NOVA1	4857
hsa-miR-30b	2.54e-05	6.26e-10	negative	DGKZ	8525
hsa-miR-30b	2.54e-05	3.6e-07	negative	LMBR1L	55716
hsa-miR-30b	2.54e-05	4.44e-07	negative	JAG2	3714
hsa-miR-30b	2.54e-05	6.7e-07	negative	MAP3K12	7786
hsa-miR-30b	2.54e-05	1.42e-05	negative	ZNRF1	84937
hsa-miR-30b	2.54e-05	5.22e-05	negative	NCOR2	9612
hsa-miR-30b	2.54e-05	7.68e-05	negative	MICAL1	64780
hsa-miR-30b	2.54e-05	9.55e-05	negative	KIAA0226L	80183
hsa-miR-30b	2.54e-05	0.000112	negative	CHST2	9435
hsa-miR-30b	2.54e-05	0.000265	negative	PIK3R2	5296
hsa-miR-30b	2.54e-05	0.000411	negative	EPHB2	2048
hsa-miR-30b	2.54e-05	0.00121	negative	CALB2	794
hsa-miR-30b	2.54e-05	0.00135	negative	GABRB1	2560
hsa-miR-30b	2.54e-05	0.00176	negative	DOC2A	8448
hsa-miR-30b	2.54e-05	0.00194	negative	FAM43A	131583
hsa-miR-30b	2.54e-05	0.0025	negative	USP44	84101
hsa-miR-30b	2.54e-05	0.003	negative	GNAI2	2771
hsa-miR-30b	2.54e-05	0.00369	negative	SNAI1	6615
hsa-miR-30b	2.54e-05	1.51e-07	positive	KCTD3	51133
hsa-miR-30b	2.54e-05	1.63e-06	positive	FAM91A1	157769
hsa-miR-30b	2.54e-05	2.45e-06	positive	UBN2	254048
hsa-miR-30b	2.54e-05	1.9e-05	positive	CPSF6	11052
hsa-miR-30b	2.54e-05	2.43e-05	positive	REV1	51455
hsa-miR-30b	2.54e-05	2.96e-05	positive	HELZ	9931
hsa-miR-30b	2.54e-05	3.66e-05	positive	STAG2	10735
hsa-miR-30b	2.54e-05	0.000289	positive	MIA3	375056
hsa-miR-30b	2.54e-05	0.000539	positive	CUL2	8453
hsa-miR-30b	2.54e-05	0.000568	positive	ORC2	4999
hsa-miR-30b	2.54e-05	0.000753	positive	RASA1	5921
hsa-miR-30b	2.54e-05	0.00119	positive	TNRC6A	27327
hsa-miR-30b	2.54e-05	0.00144	positive	SMARCA5	8467
hsa-miR-30b	2.54e-05	0.00209	positive	PSMD7	5713
hsa-miR-30b	2.54e-05	0.00275	positive	IKZF2	22807
hsa-miR-30b	2.54e-05	0.00487	positive	EPC2	26122
hsa-miR-1	2.69e-05	4.33e-09	negative	E2F5	1875
hsa-miR-1	2.69e-05	0.00115	negative	OTX2	5015
hsa-miR-1	2.69e-05	2.83e-06	positive	SNX2	6643
hsa-miR-1	2.69e-05	5e-06	positive	HACE1	57531
hsa-miR-1	2.69e-05	1.31e-05	positive	DDX17	10521
hsa-miR-1	2.69e-05	0.00031	positive	TMSB4X	7114
hsa-miR-1	2.69e-05	0.000795	positive	DDX5	1655
hsa-miR-1	2.69e-05	0.00143	positive	RASA1	5921
hsa-miR-28-5p	2.71e-05	1.56e-05	negative	IMPDH1	3614
hsa-miR-28-5p	2.71e-05	0.000224	negative	PDZD4	57595
hsa-miR-28-5p	2.71e-05	0.000976	negative	HOXB3	3213
hsa-miR-28-5p	2.71e-05	0.00116	negative	NNAT	4826
hsa-miR-28-5p	2.71e-05	0.00328	negative	RCVRN	5957
hsa-miR-28-5p	2.71e-05	0.00714	negative	CNTFR	1271
hsa-miR-28-5p	2.71e-05	7.54e-06	positive	TXNL1	9352
hsa-miR-28-5p	2.71e-05	0.000969	positive	N4BP1	9683
hsa-miR-28-5p	2.71e-05	0.00231	positive	TEX261	113419
hsa-miR-188-5p	2.72e-05	5.72e-07	negative	PPP6R3	55291
hsa-miR-188-5p	2.72e-05	0.000106	positive	ZNF281	23528
hsa-miR-188-5p	2.72e-05	0.00315	positive	CTNNBIP1	56998
hsa-miR-512-3p	3.1e-05	6e-05	negative	ESYT1	23344
hsa-miR-512-3p	3.1e-05	0.000868	negative	PFKP	5214
hsa-miR-512-3p	3.1e-05	0.000868	negative	ZFR	51663
hsa-miR-512-3p	3.1e-05	0.00113	negative	NFIB	4781
hsa-miR-512-3p	3.1e-05	2.77e-07	positive	TET3	200424
hsa-let-7i	3.36e-05	5.39e-08	negative	SLC12A9	56996
hsa-let-7i	3.36e-05	9.81e-05	negative	APBB3	10307
hsa-let-7i	3.36e-05	0.000162	negative	B3GNT1	11041
hsa-let-7i	3.36e-05	0.000176	negative	DCAF15	90379
hsa-let-7i	3.36e-05	0.000214	negative	C11orf84	144097
hsa-let-7i	3.36e-05	0.000251	negative	PLEKHG6	55200
hsa-let-7i	3.36e-05	0.000812	negative	MLL2	8085
hsa-let-7i	3.36e-05	0.00267	negative	POLR3D	661
hsa-let-7i	3.36e-05	0.00328	negative	LOR	4014
hsa-let-7i	3.36e-05	0.00416	negative	TRIM71	131405
hsa-let-7i	3.36e-05	0.00463	negative	BEGAIN	57596
hsa-let-7i	3.36e-05	0.00467	negative	ADAMTS8	11095
hsa-let-7i	3.36e-05	0.00468	negative	LSM11	134353
hsa-let-7i	3.36e-05	2.12e-07	positive	TMEM2	23670
hsa-let-7i	3.36e-05	0.000147	positive	ATP2A2	488
hsa-let-7i	3.36e-05	0.000324	positive	LRIG2	9860
hsa-let-7i	3.36e-05	0.000616	positive	LRIG3	121227
hsa-let-7i	3.36e-05	0.00251	positive	GNG5	2787
hsa-let-7i	3.36e-05	0.00283	positive	C11orf57	55216
hsa-let-7i	3.36e-05	0.00373	positive	MGAT4A	11320
hsa-miR-760	3.76e-05	9.72e-05	negative	SMARCE1	6605
hsa-miR-760	3.76e-05	0.00248	negative	KCNMA1	3778
hsa-miR-760	3.76e-05	0.00412	negative	FBXL20	84961
hsa-miR-760	3.76e-05	1.36e-06	positive	SPTBN4	57731
hsa-miR-760	3.76e-05	1.87e-05	positive	BAI1	575
hsa-miR-760	3.76e-05	3.53e-05	positive	TRIOBP	11078
hsa-miR-760	3.76e-05	4.45e-05	positive	AKAP3	10566
hsa-miR-760	3.76e-05	9e-04	positive	FGF1	2246
hsa-miR-760	3.76e-05	0.00307	positive	SNCB	6620
hsa-miR-760	3.76e-05	0.00344	positive	MAP3K11	4296
hsa-miR-26a	3.93e-05	3.78e-08	negative	HMGA1	3159
hsa-miR-26a	3.93e-05	0.00161	negative	FBXL19	54620
hsa-miR-26a	3.93e-05	1.8e-07	positive	EPC2	26122
hsa-miR-26a	3.93e-05	3.96e-07	positive	ZNF410	57862
hsa-miR-26a	3.93e-05	3.87e-06	positive	MAN2A1	4124
hsa-miR-26a	3.93e-05	1.14e-05	positive	PTER	9317
hsa-miR-26a	3.93e-05	4.81e-05	positive	SMAD1	4086
hsa-miR-26a	3.93e-05	8.28e-05	positive	ZDHHC6	64429
hsa-miR-26a	3.93e-05	0.00231	positive	PDHX	8050
hsa-miR-340	4.92e-05	8.28e-06	negative	CSMD3	114788
hsa-miR-340	4.92e-05	0.000359	negative	ARG1	383
hsa-miR-340	4.92e-05	0.00108	negative	BAI3	577
hsa-miR-340	4.92e-05	0.00171	negative	ELAVL4	1996
hsa-miR-340	4.92e-05	0.00226	negative	ZNF513	130557
hsa-miR-340	4.92e-05	1.96e-08	positive	PAIP1	10605
hsa-miR-340	4.92e-05	2.44e-05	positive	ETNK1	55500
hsa-miR-497	5.87e-05	1.35e-05	negative	STX1A	6804
hsa-miR-497	5.87e-05	1.68e-05	negative	G0S2	50486
hsa-miR-497	5.87e-05	5.32e-05	negative	CCNE1	898
hsa-miR-497	5.87e-05	0.000773	negative	ANKRD34A	284615
hsa-miR-497	5.87e-05	0.00236	negative	CHEK1	1111
hsa-miR-497	5.87e-05	9.75e-07	positive	PPAP2A	8611
hsa-miR-497	5.87e-05	1.73e-05	positive	RNF217	154214
hsa-miR-497	5.87e-05	2.99e-05	positive	RSBN1	54665
hsa-miR-497	5.87e-05	7.47e-05	positive	WAPAL	23063
hsa-miR-497	5.87e-05	0.000627	positive	COPS2	9318
hsa-miR-497	5.87e-05	0.000642	positive	RFWD2	64326
hsa-miR-497	5.87e-05	0.00101	positive	SIDT2	51092
hsa-miR-497	5.87e-05	0.00132	positive	NBR1	4077
hsa-miR-497	5.87e-05	0.00196	positive	PCMT1	5110
hsa-miR-659	6.4e-05	0.000433	negative	HSPB8	26353
hsa-miR-659	6.4e-05	0.0029	negative	USP31	57478
hsa-miR-659	6.4e-05	9.79e-05	positive	SLC35F3	148641
hsa-miR-659	6.4e-05	0.00232	positive	FGF18	8817
hsa-miR-132	8e-05	0.000224	negative	GDF5	8200
hsa-miR-132	8e-05	0.000501	negative	PROSAPIP1	9762
hsa-miR-132	8e-05	0.00084	negative	KCNJ12	3768
hsa-miR-132	8e-05	0.00102	negative	TCF15	6939
hsa-miR-132	8e-05	1.74e-06	positive	ZNF644	84146
hsa-miR-132	8e-05	2.94e-06	positive	CSDE1	7812
hsa-miR-132	8e-05	6.96e-05	positive	SIRT1	23411
hsa-miR-132	8e-05	0.000629	positive	GAPVD1	26130
hsa-miR-20b	8.08e-05	8.79e-08	negative	CC2D1A	54862
hsa-miR-20b	8.08e-05	7.87e-06	negative	ZNF385A	25946
hsa-miR-20b	8.08e-05	1.01e-05	negative	FGD1	2245
hsa-miR-20b	8.08e-05	0.000103	negative	PFKP	5214
hsa-miR-20b	8.08e-05	0.000343	negative	NPAS3	64067
hsa-miR-20b	8.08e-05	0.000668	negative	ZDHHC1	29800
hsa-miR-20b	8.08e-05	3.65e-08	positive	TSG101	7251
hsa-miR-20b	8.08e-05	3.75e-07	positive	FNDC3A	22862
hsa-miR-20b	8.08e-05	5.68e-06	positive	METAP1	23173
hsa-miR-20b	8.08e-05	0.000139	positive	VLDLR	7436
hsa-miR-20b	8.08e-05	0.000632	positive	LAPTM4A	9741
hsa-miR-125a-3p	8.58e-05	3.06e-07	negative	TRIP12	9320
hsa-miR-125a-3p	8.58e-05	0.00121	positive	PRM2	5620
hsa-miR-125a-3p	8.58e-05	0.00233	positive	SATL1	340562
hsa-miR-125a-3p	8.58e-05	0.00248	positive	GNG3	2785
hsa-miR-125a-3p	8.58e-05	0.00258	positive	ONECUT1	3175
hsa-miR-125a-3p	8.58e-05	0.00269	positive	MEGF11	84465
hsa-miR-30d	9.29e-05	1.84e-05	negative	FGD6	55785
hsa-miR-30d	9.29e-05	2.97e-05	negative	ATP2A2	488
hsa-miR-30d	9.29e-05	7.01e-05	negative	REV1	51455
hsa-miR-30d	9.29e-05	8.93e-05	negative	ACTC1	70
hsa-miR-30d	9.29e-05	0.000217	negative	EPC2	26122
hsa-miR-30d	9.29e-05	0.000222	negative	ASCC3	10973
hsa-miR-30d	9.29e-05	0.00108	negative	AP3S1	1176
hsa-miR-30d	9.29e-05	0.00147	negative	CACNB2	783
hsa-miR-30d	9.29e-05	1.69e-05	positive	MAN1B1	11253
hsa-miR-30d	9.29e-05	0.00105	positive	IL1RAPL2	26280
hsa-miR-30d	9.29e-05	0.00125	positive	MARCH4	57574
hsa-miR-30d	9.29e-05	0.00176	positive	NHLH2	4808
hsa-miR-29c	0.000102	4.25e-10	negative	MYBL2	4605
hsa-miR-29c	0.000102	6.18e-06	negative	STX1A	6804
hsa-miR-29c	0.000102	0.000387	negative	ADAMTS18	170692
hsa-miR-29c	0.000102	0.00122	negative	COL11A1	1301
hsa-miR-29c	0.000102	0.00166	negative	MEST	4232
hsa-miR-29c	0.000102	3.61e-06	positive	EML5	161436
hsa-miR-29c	0.000102	2.92e-05	positive	PAIP2	51247
hsa-miR-29c	0.000102	4.12e-05	positive	NFIA	4774
hsa-miR-29c	0.000102	0.000133	positive	ELF2	1998
hsa-miR-29c	0.000102	0.000159	positive	HBP1	26959
hsa-miR-29c	0.000102	0.000483	positive	ANKRD13C	81573
hsa-miR-29c	0.000102	0.00127	positive	ZCCHC17	51538
hsa-miR-375	0.000105	0.00104	negative	SLC16A2	6567
hsa-miR-375	0.000105	0.000311	positive	RASD1	51655
hsa-miR-495	0.000117	5.3e-05	negative	ABCA2	20
hsa-miR-495	0.000117	0.000677	negative	PRR7	80758
hsa-miR-495	0.000117	0.00103	negative	GFI1	2672
hsa-miR-495	0.000117	9.79e-07	positive	KLHL5	51088
hsa-miR-495	0.000117	1.1e-05	positive	CCNT2	905
hsa-miR-495	0.000117	2.94e-05	positive	MORF4L1	10933
hsa-miR-495	0.000117	0.000136	positive	ZNF148	7707
hsa-miR-495	0.000117	0.000159	positive	IREB2	3658
hsa-miR-495	0.000117	0.00154	positive	VDAC2	7417
hsa-miR-495	0.000117	0.00279	positive	PHF21A	51317
hsa-miR-595	0.000129	0.000652	negative	ODC1	4953
hsa-miR-595	0.000129	0.00021	positive	C18orf34	374864
hsa-miR-331-3p	0.000135	0.0023	negative	GNB2	2783
hsa-miR-331-3p	0.000135	0.00028	positive	VCP	7415
hsa-miR-501-3p	0.000153	0.00316	negative	PLD3	23646
hsa-miR-501-3p	0.000153	1.25e-05	positive	POU3F1	5453
hsa-miR-501-3p	0.000153	0.000176	positive	TMEM198	130612
hsa-miR-501-3p	0.000153	0.000285	positive	ZIC4	84107
hsa-miR-501-3p	0.000153	0.00263	positive	SCN2A	6326
hsa-miR-429	0.000155	5.1e-06	positive	FAM118B	79607
hsa-miR-429	0.000155	3.78e-05	positive	KIAA0430	9665
hsa-miR-429	0.000155	5.71e-05	positive	DDX1	1653
hsa-miR-429	0.000155	5.89e-05	positive	PI4KB	5298
hsa-miR-429	0.000155	7.31e-05	positive	GDI2	2665
hsa-miR-429	0.000155	7.75e-05	positive	WAPAL	23063
hsa-miR-429	0.000155	0.000176	positive	CHD1	1105
hsa-miR-429	0.000155	0.00018	positive	MLL5	55904
hsa-miR-429	0.000155	0.000196	positive	RABEP1	9135
hsa-miR-429	0.000155	0.000473	positive	DDX26B	203522
hsa-miR-429	0.000155	0.00146	positive	CDK17	5128
hsa-miR-429	0.000155	0.00204	positive	FAM179B	23116
hsa-miR-429	0.000155	0.0021	positive	SEC23A	10484
hsa-miR-19b	0.000172	1.38e-06	negative	STK33	65975
hsa-miR-19b	0.000172	1.15e-05	negative	ST3GAL5	8869
hsa-miR-19b	0.000172	4.73e-05	negative	PCDH10	57575
hsa-miR-19b	0.000172	5.48e-05	negative	FLNC	2318
hsa-miR-19b	0.000172	2.18e-07	positive	SPOCK1	6695
hsa-miR-19b	0.000172	6.95e-07	positive	ZNF3	7551
hsa-miR-19b	0.000172	0.000219	positive	SYBU	55638
hsa-miR-148a	0.000175	6.47e-09	negative	DMPK	1760
hsa-miR-148a	0.000175	7.38e-06	negative	RAB34	83871
hsa-miR-148a	0.000175	3.01e-05	negative	NDP	4693
hsa-miR-148a	0.000175	4.45e-05	positive	CXorf23	256643
hsa-miR-148a	0.000175	0.000425	positive	SRSF11	9295
hsa-miR-933	0.00019	0.00019	negative	KPNA1	3836
hsa-miR-330-3p	0.000219	1.82e-08	negative	SMARCA1	6594
hsa-miR-557	0.000219	0.000538	negative	NELL2	4753
hsa-miR-557	0.000219	0.000577	negative	LEF1	51176
hsa-miR-371-5p	0.00025	1.22e-05	negative	MAPRE1	22919
hsa-miR-371-5p	0.00025	0.000139	negative	MSL2	55167
hsa-miR-371-5p	0.00025	0.000203	negative	KIDINS220	57498
hsa-miR-371-5p	0.00025	0.00115	negative	ITGB8	3696
hsa-miR-371-5p	0.00025	0.00298	negative	UTY	7404
hsa-miR-371-5p	0.00025	0.000192	positive	EPN1	29924
hsa-miR-652	0.000251	0.000251	positive	TNRC6A	27327
hsa-miR-301a	0.000265	2.65e-06	negative	ATG4D	84971
hsa-miR-301a	0.000265	0.000102	negative	SOX21	11166
hsa-miR-301a	0.000265	0.00221	negative	FSTL5	56884
hsa-miR-301a	0.000265	1.88e-05	positive	USP28	57646
hsa-miR-301a	0.000265	2.95e-05	positive	MIER1	57708
hsa-miR-301a	0.000265	0.000679	positive	EOGT	285203
hsa-miR-301a	0.000265	0.00173	positive	CAPRIN2	65981
hsa-miR-301a	0.000265	0.0018	positive	DYNC1LI2	1783
hsa-miR-301a	0.000265	0.00216	positive	SNX2	6643
hsa-miR-301a	0.000265	0.00221	positive	ZFYVE9	9372
hsa-miR-133b	0.000267	0.000824	negative	SF3B4	10262
hsa-miR-133b	0.000267	2.45e-05	positive	MRC2	9902
hsa-miR-133b	0.000267	0.000324	positive	TAGLN2	8407
hsa-miR-133b	0.000267	0.000574	positive	MECOM	2122
hsa-miR-133b	0.000267	0.00093	positive	CTBP2	1488
hsa-miR-765	0.000294	0.000116	negative	CAMK2D	817
hsa-miR-765	0.000294	0.00137	negative	GBF1	8729
hsa-miR-765	0.000294	0.000114	positive	SPTBN4	57731
hsa-miR-627	0.000301	0.000708	negative	USP9X	8239
hsa-miR-627	0.000301	0.000798	negative	SCUBE2	57758
hsa-miR-106a	0.000323	2.5e-08	negative	HAS2	3037
hsa-miR-106a	0.000323	1.42e-05	negative	PFKP	5214
hsa-miR-106a	0.000323	0.000109	negative	FGD5	152273
hsa-miR-106a	0.000323	0.000538	negative	TSHZ3	57616
hsa-miR-106a	0.000323	0.00112	negative	ZNFX1	57169
hsa-miR-106a	0.000323	7.24e-07	positive	E2F5	1875
hsa-miR-106a	0.000323	6.99e-05	positive	VLDLR	7436
hsa-miR-498	0.000338	7.86e-05	negative	SLC25A12	8604
hsa-miR-498	0.000338	0.000929	negative	ITSN1	6453
hsa-miR-498	0.000338	0.00179	negative	MGA	23269
hsa-miR-498	0.000338	0.0026	negative	JHDM1D	80853
hsa-miR-498	0.000338	0.000209	positive	CACNA1A	773
hsa-miR-498	0.000338	0.00049	positive	CRH	1392
hsa-miR-148b	0.00039	2.07e-07	negative	FAM184A	79632
hsa-miR-148b	0.00039	1.4e-05	negative	PDE4D	5144
hsa-miR-148b	0.00039	0.000298	negative	DMPK	1760
hsa-miR-148b	0.00039	0.000438	negative	NPTN	27020
hsa-miR-148b	0.00039	2.42e-06	positive	ARL6IP1	23204
hsa-miR-148b	0.00039	0.000186	positive	CNOT6	57472
hsa-miR-148b	0.00039	0.00132	positive	ARF4	378
hsa-miR-874	0.000415	2.58e-05	positive	MAPK8IP3	23162
hsa-miR-874	0.000415	0.000124	positive	AJAP1	55966
hsa-miR-874	0.000415	0.000713	positive	ESRRA	2101
hsa-miR-423-5p	0.000499	2.68e-05	positive	DYRK1B	9149
hsa-miR-423-5p	0.000499	0.00218	positive	ATXN7L3	56970
hsa-miR-424	0.000538	6.33e-05	negative	CDCA4	55038
hsa-miR-424	0.000538	2.77e-05	positive	CSDE1	7812
hsa-miR-424	0.000538	0.000387	positive	LPHN2	23266
hsa-miR-33b	0.000543	1.66e-09	negative	CAMK2G	818
hsa-let-7b	0.000688	2.83e-05	negative	ELF4	2000
hsa-let-7b	0.000688	7.44e-05	negative	NKD1	85407
hsa-let-7b	0.000688	0.000196	negative	LSM11	134353
hsa-let-7b	0.000688	4.42e-05	positive	RANBP2	5903
hsa-miR-202	0.00073	6.95e-05	negative	RNF13	11342
hsa-miR-202	0.00073	0.000847	negative	HNRNPC	3183
hsa-miR-202	0.00073	0.000104	positive	IL10	3586
hsa-miR-202	0.00073	0.000347	positive	CEP164	22897
hsa-miR-99a	0.000751	8.58e-05	negative	FZD8	8325
hsa-miR-215	0.000759	0.000894	negative	MSN	4478
hsa-miR-215	0.000759	5.29e-05	positive	ARFGEF1	10565
hsa-miR-181c	0.000767	0.00157	negative	SYT3	84258
hsa-miR-181c	0.000767	9.93e-08	positive	SEMA4C	54910
hsa-miR-181c	0.000767	2.03e-07	positive	ARSJ	79642
hsa-miR-181c	0.000767	2.99e-06	positive	SLC25A4	291
hsa-miR-181c	0.000767	3.06e-06	positive	RANBP3	8498
hsa-miR-181c	0.000767	0.00128	positive	CPNE2	221184
hsa-miR-181c	0.000767	0.00155	positive	CARM1	10498
hsa-miR-630	0.000883	0.00197	negative	AP3B1	8546
hsa-miR-630	0.000883	0.000131	positive	KRT83	3889
hsa-miR-139-3p	0.00107	0.00107	positive	FUZ	80199
hsa-miR-376c	0.00126	9.62e-05	negative	CALB1	793
